,FSC,Visa Class,Issuances,source,year_month
3242,Haiti,IR5,103,2021-April,2021-04-01
3243,Haiti,SB1,1,2021-April,2021-04-01
3244,Haiti,SE,1,2021-April,2021-04-01
3245,Honduras,CR1,1,2021-April,2021-04-01
3246,Honduras,CR2,1,2021-April,2021-04-01
3247,Honduras,DV,2,2021-April,2021-04-01
3248,Honduras,F1,27,2021-April,2021-04-01
3249,Honduras,F2B,8,2021-April,2021-04-01
3250,Honduras,F3,13,2021-April,2021-04-01
3251,Honduras,F4,8,2021-April,2021-04-01
3252,Honduras,FX,39,2021-April,2021-04-01
3253,Honduras,IR1,61,2021-April,2021-04-01
3254,Honduras,IR2,56,2021-April,2021-04-01
3255,Honduras,IR3,2,2021-April,2021-04-01
3256,Honduras,IR5,22,2021-April,2021-04-01
3257,Honduras,SB1,1,2021-April,2021-04-01
3258,Honduras,SD,3,2021-April,2021-04-01
3259,Hong Kong S.A.R.,CR1,1,2021-April,2021-04-01
3260,Hong Kong S.A.R.,CR2,3,2021-April,2021-04-01
3261,Hong Kong S.A.R.,DV,3,2021-April,2021-04-01
3262,Hong Kong S.A.R.,EW,1,2021-April,2021-04-01
3263,Hong Kong S.A.R.,F1,1,2021-April,2021-04-01
3264,Hong Kong S.A.R.,F2B,1,2021-April,2021-04-01
3265,Hong Kong S.A.R.,F3,4,2021-April,2021-04-01
3266,Hong Kong S.A.R.,F4,5,2021-April,2021-04-01
3267,Hong Kong S.A.R.,FX,2,2021-April,2021-04-01
3268,Hong Kong S.A.R.,I5,1,2021-April,2021-04-01
3269,Hong Kong S.A.R.,IR1,9,2021-April,2021-04-01
3270,Hong Kong S.A.R.,IR2,1,2021-April,2021-04-01
3271,Hong Kong S.A.R.,IR5,9,2021-April,2021-04-01
3272,Hong Kong S.A.R.,SB1,1,2021-April,2021-04-01
3273,Hong Kong S.A.R.,SE,3,2021-April,2021-04-01
3274,Hong Kong S.A.R.,T5,1,2021-April,2021-04-01
3275,Hungary,CR1,3,2021-April,2021-04-01
3276,Hungary,CR2,2,2021-April,2021-04-01
3277,Hungary,IH3,2,2021-April,2021-04-01
3278,Hungary,IR1,1,2021-April,2021-04-01
3279,Hungary,IR2,2,2021-April,2021-04-01
3280,Hungary,SB1,1,2021-April,2021-04-01
3281,Iceland,IR5,1,2021-April,2021-04-01
3282,India,CR1,114,2021-April,2021-04-01
3283,India,CR2,3,2021-April,2021-04-01
3284,India,E1,4,2021-April,2021-04-01
3285,India,E3,53,2021-April,2021-04-01
3286,India,F1,1,2021-April,2021-04-01
3287,India,F2B,1,2021-April,2021-04-01
3288,India,F3,10,2021-April,2021-04-01
3289,India,F4,12,2021-April,2021-04-01
3290,India,FX,11,2021-April,2021-04-01
3291,India,I5,9,2021-April,2021-04-01
3292,India,IH3,28,2021-April,2021-04-01
3293,India,IR1,192,2021-April,2021-04-01
3294,India,IR2,33,2021-April,2021-04-01
3295,India,IR5,82,2021-April,2021-04-01
3296,India,SB1,44,2021-April,2021-04-01
3297,India,SE,9,2021-April,2021-04-01
3298,Indonesia,CR1,9,2021-April,2021-04-01
3299,Indonesia,CR2,1,2021-April,2021-04-01
3300,Indonesia,DV,11,2021-April,2021-04-01
3301,Indonesia,E3,1,2021-April,2021-04-01
3302,Indonesia,F1,1,2021-April,2021-04-01
3303,Indonesia,F4,14,2021-April,2021-04-01
3304,Indonesia,FX,9,2021-April,2021-04-01
3305,Indonesia,IR1,12,2021-April,2021-04-01
3306,Indonesia,IR2,3,2021-April,2021-04-01
3307,Indonesia,IR5,33,2021-April,2021-04-01
3308,Indonesia,SB1,3,2021-April,2021-04-01
3309,Indonesia,SE,1,2021-April,2021-04-01
3310,Iran,CR1,11,2021-April,2021-04-01
3311,Iran,E1,7,2021-April,2021-04-01
3312,Iran,E2,10,2021-April,2021-04-01
3313,Iran,E3,7,2021-April,2021-04-01
3314,Iran,EW,3,2021-April,2021-04-01
3315,Iran,F1,15,2021-April,2021-04-01
3316,Iran,F2B,23,2021-April,2021-04-01
3317,Iran,F3,14,2021-April,2021-04-01
3318,Iran,F4,49,2021-April,2021-04-01
3319,Iran,FX,31,2021-April,2021-04-01
3320,Iran,I5,3,2021-April,2021-04-01
3321,Iran,IB1,1,2021-April,2021-04-01
3322,Iran,IR1,46,2021-April,2021-04-01
3323,Iran,IR2,5,2021-April,2021-04-01
3324,Iran,IR4,1,2021-April,2021-04-01
3325,Iran,IR5,137,2021-April,2021-04-01
3326,Iran,SB1,3,2021-April,2021-04-01
3327,Iraq,CR1,8,2021-April,2021-04-01
3328,Iraq,DV,1,2021-April,2021-04-01
3329,Iraq,E3,1,2021-April,2021-04-01
3330,Iraq,F1,1,2021-April,2021-04-01
3331,Iraq,F4,1,2021-April,2021-04-01
3332,Iraq,FX,15,2021-April,2021-04-01
3333,Iraq,IR1,15,2021-April,2021-04-01
3334,Iraq,IR2,1,2021-April,2021-04-01
3335,Iraq,IR5,10,2021-April,2021-04-01
3336,Iraq,SI,1,2021-April,2021-04-01
3337,Ireland,CR1,4,2021-April,2021-04-01
3338,Ireland,FX,1,2021-April,2021-04-01
3339,Ireland,IR1,10,2021-April,2021-04-01
3340,Ireland,IR2,1,2021-April,2021-04-01
3341,Ireland,IR5,1,2021-April,2021-04-01
3342,Israel,CR1,6,2021-April,2021-04-01
3343,Israel,E1,1,2021-April,2021-04-01
3344,Israel,E3,2,2021-April,2021-04-01
3345,Israel,IR1,13,2021-April,2021-04-01
3346,Israel,IR2,5,2021-April,2021-04-01
3347,Israel,IR5,9,2021-April,2021-04-01
3348,Israel,SB1,2,2021-April,2021-04-01
3349,Israel,SE,3,2021-April,2021-04-01
3350,Italy,CR1,14,2021-April,2021-04-01
3351,Italy,CR2,2,2021-April,2021-04-01
3352,Italy,DV,3,2021-April,2021-04-01
3353,Italy,E2,1,2021-April,2021-04-01
3354,Italy,E3,2,2021-April,2021-04-01
3355,Italy,FX,2,2021-April,2021-04-01
3356,Italy,IR1,11,2021-April,2021-04-01
3357,Italy,IR2,9,2021-April,2021-04-01
3358,Italy,IR5,2,2021-April,2021-04-01
3359,Italy,SB1,1,2021-April,2021-04-01
3360,Jamaica,CR1,11,2021-April,2021-04-01
3361,Jamaica,E3,45,2021-April,2021-04-01
3362,Jamaica,F1,32,2021-April,2021-04-01
3363,Jamaica,F2B,5,2021-April,2021-04-01
3364,Jamaica,F3,4,2021-April,2021-04-01
3365,Jamaica,F4,19,2021-April,2021-04-01
3366,Jamaica,FX,20,2021-April,2021-04-01
3367,Jamaica,IB1,1,2021-April,2021-04-01
3368,Jamaica,IR1,34,2021-April,2021-04-01
3369,Jamaica,IR2,48,2021-April,2021-04-01
3370,Jamaica,IR3,1,2021-April,2021-04-01
3371,Jamaica,IR5,34,2021-April,2021-04-01
3372,Japan,CR1,10,2021-April,2021-04-01
3373,Japan,CR2,6,2021-April,2021-04-01
3374,Japan,DV,6,2021-April,2021-04-01
3375,Japan,E3,3,2021-April,2021-04-01
3376,Japan,F2B,1,2021-April,2021-04-01
3377,Japan,FX,17,2021-April,2021-04-01
3378,Japan,IR1,70,2021-April,2021-04-01
3379,Japan,IR2,15,2021-April,2021-04-01
3380,Japan,IR5,26,2021-April,2021-04-01
3381,Japan,SB1,3,2021-April,2021-04-01
3382,Jordan,CR1,33,2021-April,2021-04-01
3383,Jordan,CR2,1,2021-April,2021-04-01
3384,Jordan,DV,1,2021-April,2021-04-01
3385,Jordan,E3,2,2021-April,2021-04-01
3386,Jordan,EW,1,2021-April,2021-04-01
3387,Jordan,F1,3,2021-April,2021-04-01
3388,Jordan,F2B,3,2021-April,2021-04-01
3389,Jordan,F3,23,2021-April,2021-04-01
3390,Jordan,F4,69,2021-April,2021-04-01
3391,Jordan,FX,13,2021-April,2021-04-01
3392,Jordan,IR1,53,2021-April,2021-04-01
3393,Jordan,IR2,34,2021-April,2021-04-01
3394,Jordan,IR5,26,2021-April,2021-04-01
3395,Jordan,SB1,2,2021-April,2021-04-01
3396,Jordan,SE,15,2021-April,2021-04-01
3397,Kazakhstan,CR1,4,2021-April,2021-04-01
3398,Kazakhstan,CR2,1,2021-April,2021-04-01
3399,Kazakhstan,DV,3,2021-April,2021-04-01
3400,Kazakhstan,F1,2,2021-April,2021-04-01
3401,Kazakhstan,F4,1,2021-April,2021-04-01
3402,Kazakhstan,FX,2,2021-April,2021-04-01
3403,Kazakhstan,IR1,1,2021-April,2021-04-01
3404,Kazakhstan,IR2,1,2021-April,2021-04-01
3405,Kazakhstan,IR5,12,2021-April,2021-04-01
3406,Kazakhstan,SB1,1,2021-April,2021-04-01
3407,Kenya,CR1,2,2021-April,2021-04-01
3408,Kenya,DV,2,2021-April,2021-04-01
3409,Kenya,E3,9,2021-April,2021-04-01
3410,Kenya,F2B,1,2021-April,2021-04-01
3411,Kenya,F3,4,2021-April,2021-04-01
3412,Kenya,F4,3,2021-April,2021-04-01
3413,Kenya,FX,4,2021-April,2021-04-01
3414,Kenya,IB1,1,2021-April,2021-04-01
3415,Kenya,IR1,9,2021-April,2021-04-01
3416,Kenya,IR2,35,2021-April,2021-04-01
3417,Kenya,IR5,9,2021-April,2021-04-01
3418,Kenya,SB1,3,2021-April,2021-04-01
3419,"Korea, North",IR5,1,2021-April,2021-04-01
3420,"Korea, South",CR1,18,2021-April,2021-04-01
3421,"Korea, South",CR2,1,2021-April,2021-04-01
3422,"Korea, South",E1,18,2021-April,2021-04-01
3423,"Korea, South",E2,52,2021-April,2021-04-01
3424,"Korea, South",E3,26,2021-April,2021-04-01
3425,"Korea, South",EW,1,2021-April,2021-04-01
3426,"Korea, South",F1,1,2021-April,2021-04-01
3427,"Korea, South",F2B,2,2021-April,2021-04-01
3428,"Korea, South",F3,6,2021-April,2021-04-01
3429,"Korea, South",F4,3,2021-April,2021-04-01
3430,"Korea, South",FX,1,2021-April,2021-04-01
3431,"Korea, South",I5,3,2021-April,2021-04-01
3432,"Korea, South",IR1,26,2021-April,2021-04-01
3433,"Korea, South",IR2,3,2021-April,2021-04-01
3434,"Korea, South",IR3,5,2021-April,2021-04-01
3435,"Korea, South",IR5,109,2021-April,2021-04-01
3436,"Korea, South",SB1,3,2021-April,2021-04-01
3437,"Korea, South",SE,3,2021-April,2021-04-01
3438,"Korea, South",SR,2,2021-April,2021-04-01
3439,Kosovo,CR1,15,2021-April,2021-04-01
3440,Kosovo,DV,3,2021-April,2021-04-01
3441,Kosovo,E2,1,2021-April,2021-04-01
3442,Kosovo,F2B,2,2021-April,2021-04-01
3443,Kosovo,F4,9,2021-April,2021-04-01
3444,Kosovo,FX,5,2021-April,2021-04-01
3445,Kosovo,IR1,13,2021-April,2021-04-01
3446,Kosovo,IR5,9,2021-April,2021-04-01
3447,Kosovo,SE,5,2021-April,2021-04-01
3448,Kuwait,CR1,2,2021-April,2021-04-01
3449,Kuwait,CR2,1,2021-April,2021-04-01
3450,Kuwait,E3,5,2021-April,2021-04-01
3451,Kuwait,F1,1,2021-April,2021-04-01
3452,Kuwait,F3,7,2021-April,2021-04-01
3453,Kuwait,F4,4,2021-April,2021-04-01
3454,Kuwait,FX,1,2021-April,2021-04-01
3455,Kuwait,I5,3,2021-April,2021-04-01
3456,Kuwait,IR1,10,2021-April,2021-04-01
3457,Kuwait,IR2,2,2021-April,2021-04-01
3458,Kuwait,IR5,10,2021-April,2021-04-01
3459,Kuwait,IW,1,2021-April,2021-04-01
3460,Kuwait,SB1,1,2021-April,2021-04-01
3461,Kuwait,SE,8,2021-April,2021-04-01
3462,Kyrgyzstan,CR1,3,2021-April,2021-04-01
3463,Kyrgyzstan,CR2,1,2021-April,2021-04-01
3464,Kyrgyzstan,EW,6,2021-April,2021-04-01
3465,Kyrgyzstan,F3,5,2021-April,2021-04-01
3466,Kyrgyzstan,FX,3,2021-April,2021-04-01
3467,Kyrgyzstan,IR1,2,2021-April,2021-04-01
3468,Kyrgyzstan,IR2,6,2021-April,2021-04-01
3469,Kyrgyzstan,IR5,23,2021-April,2021-04-01
3470,Latvia,CR1,1,2021-April,2021-04-01
3471,Lebanon,CR1,15,2021-April,2021-04-01
3472,Lebanon,DV,1,2021-April,2021-04-01
3473,Lebanon,E2,1,2021-April,2021-04-01
3474,Lebanon,E3,6,2021-April,2021-04-01
3475,Lebanon,EW,2,2021-April,2021-04-01
3476,Lebanon,F1,5,2021-April,2021-04-01
3477,Lebanon,F2B,1,2021-April,2021-04-01
3478,Lebanon,F3,16,2021-April,2021-04-01
3479,Lebanon,F4,29,2021-April,2021-04-01
3480,Lebanon,FX,16,2021-April,2021-04-01
3481,Lebanon,IR1,23,2021-April,2021-04-01
3482,Lebanon,IR2,25,2021-April,2021-04-01
3483,Lebanon,IR5,28,2021-April,2021-04-01
3484,Lebanon,IW,1,2021-April,2021-04-01
3485,Lebanon,SB1,3,2021-April,2021-04-01
3486,Liberia,CR1,8,2021-April,2021-04-01
3487,Liberia,CR2,1,2021-April,2021-04-01
3488,Liberia,F2B,1,2021-April,2021-04-01
3489,Liberia,F3,1,2021-April,2021-04-01
3490,Liberia,FX,2,2021-April,2021-04-01
3491,Liberia,IR1,27,2021-April,2021-04-01
3492,Liberia,IR2,37,2021-April,2021-04-01
3493,Liberia,IR5,6,2021-April,2021-04-01
3494,Libya,DV,9,2021-April,2021-04-01
3495,Libya,F2B,1,2021-April,2021-04-01
3496,Libya,IR1,5,2021-April,2021-04-01
3497,Libya,IR2,3,2021-April,2021-04-01
3498,Libya,IR5,1,2021-April,2021-04-01
3499,Libya,IW,2,2021-April,2021-04-01
3500,Lithuania,CR1,2,2021-April,2021-04-01
3501,Lithuania,E1,3,2021-April,2021-04-01
3502,Lithuania,IR2,1,2021-April,2021-04-01
3503,Lithuania,IR5,1,2021-April,2021-04-01
3504,Macau,E1,1,2021-April,2021-04-01
3505,Macau,FX,2,2021-April,2021-04-01
3506,Macau,IR2,1,2021-April,2021-04-01
3507,Madagascar,CR1,1,2021-April,2021-04-01
3508,Madagascar,DV,3,2021-April,2021-04-01
3509,Madagascar,E1,1,2021-April,2021-04-01
3510,Madagascar,FX,1,2021-April,2021-04-01
3511,Madagascar,IR1,2,2021-April,2021-04-01
3512,Madagascar,IR5,2,2021-April,2021-04-01
3513,Malawi,IR1,1,2021-April,2021-04-01
3514,Malawi,IR5,1,2021-April,2021-04-01
3515,Malaysia,CR1,2,2021-April,2021-04-01
3516,Malaysia,E2,4,2021-April,2021-04-01
3517,Malaysia,EW,1,2021-April,2021-04-01
3518,Malaysia,F2B,1,2021-April,2021-04-01
3519,Malaysia,F3,8,2021-April,2021-04-01
3520,Malaysia,F4,3,2021-April,2021-04-01
3521,Malaysia,FX,1,2021-April,2021-04-01
3522,Malaysia,IB1,1,2021-April,2021-04-01
3523,Malaysia,IR1,7,2021-April,2021-04-01
3524,Malaysia,IR2,5,2021-April,2021-04-01
3525,Malaysia,IR5,8,2021-April,2021-04-01
3526,Mali,CR1,2,2021-April,2021-04-01
3527,Mali,DV,1,2021-April,2021-04-01
3528,Mali,FX,2,2021-April,2021-04-01
3529,Mali,IR1,6,2021-April,2021-04-01
3530,Mali,IR2,7,2021-April,2021-04-01
3531,Mali,IR5,5,2021-April,2021-04-01
3532,Marshall Islands,IR3,1,2021-April,2021-04-01
3533,Mauritania,IR1,1,2021-April,2021-04-01
3534,Mauritania,IR2,1,2021-April,2021-04-01
3535,Mauritania,IR5,1,2021-April,2021-04-01
3536,Mexico,CR1,4,2021-April,2021-04-01
3537,Mexico,CR2,2,2021-April,2021-04-01
3538,Mexico,F1,23,2021-April,2021-04-01
3539,Mexico,F2B,24,2021-April,2021-04-01
3540,Mexico,F3,12,2021-April,2021-04-01
3541,Mexico,F4,23,2021-April,2021-04-01
3542,Mexico,FX,306,2021-April,2021-04-01
3543,Mexico,IH3,4,2021-April,2021-04-01
3544,Mexico,IR1,1203,2021-April,2021-04-01
3545,Mexico,IR2,399,2021-April,2021-04-01
3546,Mexico,IR5,491,2021-April,2021-04-01
3547,Mexico,IW,8,2021-April,2021-04-01
3548,Mexico,SB1,1,2021-April,2021-04-01
3549,Mexico,SU,2,2021-April,2021-04-01
3550,Moldova,CR1,3,2021-April,2021-04-01
3551,Moldova,DV,5,2021-April,2021-04-01
3552,Moldova,FX,2,2021-April,2021-04-01
3553,Moldova,IR1,2,2021-April,2021-04-01
3554,Moldova,IR2,1,2021-April,2021-04-01
3555,Moldova,IR5,19,2021-April,2021-04-01
3556,Mongolia,CR1,1,2021-April,2021-04-01
3557,Mongolia,DV,7,2021-April,2021-04-01
3558,Mongolia,F4,8,2021-April,2021-04-01
3559,Mongolia,FX,7,2021-April,2021-04-01
3560,Mongolia,IR2,1,2021-April,2021-04-01
3561,Mongolia,IR5,3,2021-April,2021-04-01
3562,Montenegro,CR1,1,2021-April,2021-04-01
3563,Montenegro,F4,1,2021-April,2021-04-01
3564,Montenegro,IR1,1,2021-April,2021-04-01
3565,Montenegro,IR2,1,2021-April,2021-04-01
3566,Montenegro,IR5,10,2021-April,2021-04-01
3567,Montserrat,IR1,1,2021-April,2021-04-01
3568,Morocco,CR1,56,2021-April,2021-04-01
3569,Morocco,CR2,3,2021-April,2021-04-01
3570,Morocco,DV,83,2021-April,2021-04-01
3571,Morocco,EW,1,2021-April,2021-04-01
3572,Morocco,F1,1,2021-April,2021-04-01
3573,Morocco,F2B,3,2021-April,2021-04-01
3574,Morocco,F4,12,2021-April,2021-04-01
3575,Morocco,FX,10,2021-April,2021-04-01
3576,Morocco,IR1,51,2021-April,2021-04-01
3577,Morocco,IR2,8,2021-April,2021-04-01
3578,Morocco,IR4,2,2021-April,2021-04-01
3579,Morocco,IR5,156,2021-April,2021-04-01
3580,Morocco,SB1,1,2021-April,2021-04-01
3581,Morocco,SE,1,2021-April,2021-04-01
3582,Mozambique,IR1,1,2021-April,2021-04-01
3583,Namibia,IR1,1,2021-April,2021-04-01
3584,Nepal,CR1,42,2021-April,2021-04-01
3585,Nepal,CR2,3,2021-April,2021-04-01
3586,Nepal,DV,10,2021-April,2021-04-01
3587,Nepal,E2,2,2021-April,2021-04-01
3588,Nepal,E3,7,2021-April,2021-04-01
3589,Nepal,F1,1,2021-April,2021-04-01
3590,Nepal,F2B,4,2021-April,2021-04-01
3591,Nepal,F4,7,2021-April,2021-04-01
3592,Nepal,FX,47,2021-April,2021-04-01
3593,Nepal,IR1,40,2021-April,2021-04-01
3594,Nepal,IR2,12,2021-April,2021-04-01
3595,Nepal,IR5,335,2021-April,2021-04-01
3596,Nepal,SB1,24,2021-April,2021-04-01
3597,Nepal,SE,29,2021-April,2021-04-01
3598,Netherlands,CR1,5,2021-April,2021-04-01
3599,Netherlands,FX,1,2021-April,2021-04-01
3600,Netherlands,IR1,6,2021-April,2021-04-01
3601,Netherlands,IR2,2,2021-April,2021-04-01
3602,Netherlands,IR5,2,2021-April,2021-04-01
3603,Netherlands,IW,1,2021-April,2021-04-01
3604,New Zealand,CR1,3,2021-April,2021-04-01
3605,New Zealand,DV,12,2021-April,2021-04-01
3606,New Zealand,E3,1,2021-April,2021-04-01
3607,New Zealand,F2B,2,2021-April,2021-04-01
3608,New Zealand,FX,1,2021-April,2021-04-01
3609,New Zealand,IR1,4,2021-April,2021-04-01
3610,New Zealand,IR2,2,2021-April,2021-04-01
3611,New Zealand,IW,1,2021-April,2021-04-01
3612,Nicaragua,CR1,6,2021-April,2021-04-01
3613,Nicaragua,CR2,2,2021-April,2021-04-01
3614,Nicaragua,E2,2,2021-April,2021-04-01
3615,Nicaragua,E3,1,2021-April,2021-04-01
3616,Nicaragua,EW,3,2021-April,2021-04-01
3617,Nicaragua,F1,25,2021-April,2021-04-01
3618,Nicaragua,F2A,1,2021-April,2021-04-01
3619,Nicaragua,F2B,13,2021-April,2021-04-01
3620,Nicaragua,F3,17,2021-April,2021-04-01
3621,Nicaragua,F4,5,2021-April,2021-04-01
3622,Nicaragua,FX,50,2021-April,2021-04-01
3623,Nicaragua,IR1,19,2021-April,2021-04-01
3624,Nicaragua,IR2,31,2021-April,2021-04-01
3625,Nicaragua,IR5,83,2021-April,2021-04-01
3626,Nicaragua,IW,4,2021-April,2021-04-01
3627,Nicaragua,SE,4,2021-April,2021-04-01
3628,Niger,CR1,2,2021-April,2021-04-01
3629,Niger,IR1,2,2021-April,2021-04-01
3630,Niger,IR2,8,2021-April,2021-04-01
3631,Nigeria,CR1,60,2021-April,2021-04-01
3632,Nigeria,CR2,15,2021-April,2021-04-01
3633,Nigeria,E1,6,2021-April,2021-04-01
3634,Nigeria,E2,8,2021-April,2021-04-01
3635,Nigeria,E3,59,2021-April,2021-04-01
3636,Nigeria,F1,30,2021-April,2021-04-01
3637,Nigeria,F2B,27,2021-April,2021-04-01
3638,Nigeria,F3,56,2021-April,2021-04-01
3639,Nigeria,F4,85,2021-April,2021-04-01
3640,Nigeria,FX,67,2021-April,2021-04-01
3641,Nigeria,I5,3,2021-April,2021-04-01
3642,Nigeria,IB1,3,2021-April,2021-04-01
3643,Nigeria,IR1,130,2021-April,2021-04-01
3644,Nigeria,IR2,157,2021-April,2021-04-01
3645,Nigeria,IR3,13,2021-April,2021-04-01
3646,Nigeria,IR5,71,2021-April,2021-04-01
3647,Nigeria,IW,1,2021-April,2021-04-01
3648,Nigeria,SB1,4,2021-April,2021-04-01
3649,North Macedonia,CR1,2,2021-April,2021-04-01
3650,North Macedonia,DV,1,2021-April,2021-04-01
3651,North Macedonia,F4,4,2021-April,2021-04-01
3652,North Macedonia,FX,4,2021-April,2021-04-01
3653,North Macedonia,IR1,3,2021-April,2021-04-01
3654,North Macedonia,IR2,3,2021-April,2021-04-01
3655,North Macedonia,IR5,41,2021-April,2021-04-01
3656,Oman,DV,1,2021-April,2021-04-01
3657,Oman,E3,5,2021-April,2021-04-01
3658,Pakistan,CR1,39,2021-April,2021-04-01
3659,Pakistan,E3,4,2021-April,2021-04-01
3660,Pakistan,F1,6,2021-April,2021-04-01
3661,Pakistan,F2B,3,2021-April,2021-04-01
3662,Pakistan,F3,21,2021-April,2021-04-01
3663,Pakistan,F4,94,2021-April,2021-04-01
3664,Pakistan,FX,26,2021-April,2021-04-01
3665,Pakistan,I5,1,2021-April,2021-04-01
3666,Pakistan,IR1,126,2021-April,2021-04-01
3667,Pakistan,IR2,32,2021-April,2021-04-01
3668,Pakistan,IR4,2,2021-April,2021-04-01
3669,Pakistan,IR5,206,2021-April,2021-04-01
3670,Pakistan,IW,2,2021-April,2021-04-01
3671,Pakistan,SB1,7,2021-April,2021-04-01
3672,Pakistan,SE,10,2021-April,2021-04-01
3673,Panama,CR1,4,2021-April,2021-04-01
3674,Panama,F1,2,2021-April,2021-04-01
3675,Panama,F4,1,2021-April,2021-04-01
3676,Panama,FX,3,2021-April,2021-04-01
3677,Panama,IR1,10,2021-April,2021-04-01
3678,Panama,IR2,2,2021-April,2021-04-01
3679,Panama,IR5,4,2021-April,2021-04-01
3680,Papua New Guinea,E2,1,2021-April,2021-04-01
3681,Papua New Guinea,IR1,1,2021-April,2021-04-01
3682,Paraguay,FX,5,2021-April,2021-04-01
3683,Paraguay,IR1,1,2021-April,2021-04-01
3684,Paraguay,IR5,6,2021-April,2021-04-01
3685,Peru,CR1,2,2021-April,2021-04-01
3686,Peru,E2,5,2021-April,2021-04-01
3687,Peru,F1,6,2021-April,2021-04-01
3688,Peru,F2B,16,2021-April,2021-04-01
3689,Peru,F3,5,2021-April,2021-04-01
3690,Peru,F4,14,2021-April,2021-04-01
3691,Peru,FX,4,2021-April,2021-04-01
3692,Peru,IR1,32,2021-April,2021-04-01
3693,Peru,IR2,11,2021-April,2021-04-01
3694,Peru,IR5,12,2021-April,2021-04-01
3695,Peru,SB1,11,2021-April,2021-04-01
3696,Peru,SE,2,2021-April,2021-04-01
3697,Philippines,C2A,1,2021-April,2021-04-01
3698,Philippines,CR1,133,2021-April,2021-04-01
3699,Philippines,CR2,21,2021-April,2021-04-01
3700,Philippines,E2,2,2021-April,2021-04-01
3701,Philippines,E3,563,2021-April,2021-04-01
3702,Philippines,EW,13,2021-April,2021-04-01
3703,Philippines,F1,30,2021-April,2021-04-01
3704,Philippines,F2B,23,2021-April,2021-04-01
3705,Philippines,F3,11,2021-April,2021-04-01
3706,Philippines,F4,9,2021-April,2021-04-01
3707,Philippines,FX,36,2021-April,2021-04-01
3708,Philippines,IB1,2,2021-April,2021-04-01
3709,Philippines,IH4,8,2021-April,2021-04-01
3710,Philippines,IR1,264,2021-April,2021-04-01
3711,Philippines,IR2,329,2021-April,2021-04-01
3712,Philippines,IR5,20,2021-April,2021-04-01
3713,Philippines,IW,5,2021-April,2021-04-01
3714,Philippines,SB1,4,2021-April,2021-04-01
3715,Philippines,SE,9,2021-April,2021-04-01
3716,Poland,CR1,4,2021-April,2021-04-01
3717,Poland,DV,2,2021-April,2021-04-01
3718,Poland,EW,3,2021-April,2021-04-01
3719,Poland,F1,1,2021-April,2021-04-01
3720,Poland,F3,2,2021-April,2021-04-01
3721,Poland,FX,1,2021-April,2021-04-01
3722,Poland,IR1,6,2021-April,2021-04-01
3723,Poland,IR2,4,2021-April,2021-04-01
3724,Poland,SB1,12,2021-April,2021-04-01
3725,Portugal,CR1,1,2021-April,2021-04-01
3726,Portugal,FX,5,2021-April,2021-04-01
3727,Portugal,IR1,1,2021-April,2021-04-01
3728,Portugal,IR2,1,2021-April,2021-04-01
3729,Qatar,CR1,1,2021-April,2021-04-01
3730,Qatar,DV,6,2021-April,2021-04-01
3731,Qatar,E3,10,2021-April,2021-04-01
3732,Qatar,F3,1,2021-April,2021-04-01
3733,Qatar,F4,2,2021-April,2021-04-01
3734,Qatar,FX,6,2021-April,2021-04-01
3735,Qatar,I5,3,2021-April,2021-04-01
3736,Qatar,IR1,3,2021-April,2021-04-01
3737,Qatar,IR5,3,2021-April,2021-04-01
3738,Qatar,SE,2,2021-April,2021-04-01
3739,Romania,CR1,5,2021-April,2021-04-01
3740,Romania,CR2,2,2021-April,2021-04-01
3741,Romania,DV,3,2021-April,2021-04-01
3742,Romania,F2B,1,2021-April,2021-04-01
3743,Romania,F3,2,2021-April,2021-04-01
3744,Romania,FX,5,2021-April,2021-04-01
3745,Romania,IR1,8,2021-April,2021-04-01
3746,Romania,IR5,40,2021-April,2021-04-01
3747,Russia,CR1,9,2021-April,2021-04-01
3748,Russia,DV,1,2021-April,2021-04-01
3749,Russia,E1,1,2021-April,2021-04-01
3750,Russia,F1,1,2021-April,2021-04-01
3751,Russia,F2B,1,2021-April,2021-04-01
3752,Russia,F3,1,2021-April,2021-04-01
3753,Russia,FX,13,2021-April,2021-04-01
3754,Russia,IR1,16,2021-April,2021-04-01
3755,Russia,IR2,6,2021-April,2021-04-01
3756,Russia,IR5,26,2021-April,2021-04-01
3757,Russia,IW,1,2021-April,2021-04-01
3758,Russia,SB1,4,2021-April,2021-04-01
3759,Rwanda,CR1,2,2021-April,2021-04-01
3760,Rwanda,CX,1,2021-April,2021-04-01
3761,Rwanda,DV,1,2021-April,2021-04-01
3762,Rwanda,FX,6,2021-April,2021-04-01
3763,Saint Lucia,F1,1,2021-April,2021-04-01
3764,Saint Vincent and the Grenadines,E3,1,2021-April,2021-04-01
3765,Saint Vincent and the Grenadines,IR1,1,2021-April,2021-04-01
3766,Saint Vincent and the Grenadines,IR2,1,2021-April,2021-04-01
3767,Saint Vincent and the Grenadines,IR3,1,2021-April,2021-04-01
3768,Saudi Arabia,CR1,10,2021-April,2021-04-01
3769,Saudi Arabia,DV,3,2021-April,2021-04-01
3770,Saudi Arabia,E3,10,2021-April,2021-04-01
3771,Saudi Arabia,F2B,2,2021-April,2021-04-01
