,FSC,Visa Class,Issuances,source,year_month
9575,Morocco,SB1,3,2021-August,2021-08-01
9576,Morocco,SE,1,2021-August,2021-08-01
9577,Mozambique,IR1,1,2021-August,2021-08-01
9578,Mozambique,IR5,2,2021-August,2021-08-01
9579,Nepal,CR1,43,2021-August,2021-08-01
9580,Nepal,DV,493,2021-August,2021-08-01
9581,Nepal,E2,10,2021-August,2021-08-01
9582,Nepal,E3,15,2021-August,2021-08-01
9583,Nepal,EW,3,2021-August,2021-08-01
9584,Nepal,F1,2,2021-August,2021-08-01
9585,Nepal,F2B,8,2021-August,2021-08-01
9586,Nepal,F3,4,2021-August,2021-08-01
9587,Nepal,F4,136,2021-August,2021-08-01
9588,Nepal,FX,177,2021-August,2021-08-01
9589,Nepal,IR1,54,2021-August,2021-08-01
9590,Nepal,IR2,9,2021-August,2021-08-01
9591,Nepal,IR5,186,2021-August,2021-08-01
9592,Nepal,SB1,40,2021-August,2021-08-01
9593,Nepal,SE,7,2021-August,2021-08-01
9594,Netherlands,CR1,1,2021-August,2021-08-01
9595,Netherlands,E1,1,2021-August,2021-08-01
9596,Netherlands,E3,1,2021-August,2021-08-01
9597,Netherlands,IR1,6,2021-August,2021-08-01
9598,Netherlands,IR2,2,2021-August,2021-08-01
9599,Netherlands,IR5,2,2021-August,2021-08-01
9600,Netherlands,SB1,3,2021-August,2021-08-01
9601,New Caledonia,CR1,1,2021-August,2021-08-01
9602,New Zealand,CR1,3,2021-August,2021-08-01
9603,New Zealand,DV,19,2021-August,2021-08-01
9604,New Zealand,E3,1,2021-August,2021-08-01
9605,New Zealand,F2B,1,2021-August,2021-08-01
9606,New Zealand,FX,1,2021-August,2021-08-01
9607,New Zealand,IR1,1,2021-August,2021-08-01
9608,New Zealand,IR2,1,2021-August,2021-08-01
9609,New Zealand,SB1,1,2021-August,2021-08-01
9610,Nicaragua,CR1,4,2021-August,2021-08-01
9611,Nicaragua,CR2,3,2021-August,2021-08-01
9612,Nicaragua,DV,1,2021-August,2021-08-01
9613,Nicaragua,F1,39,2021-August,2021-08-01
9614,Nicaragua,F2A,1,2021-August,2021-08-01
9615,Nicaragua,F2B,17,2021-August,2021-08-01
9616,Nicaragua,F3,9,2021-August,2021-08-01
9617,Nicaragua,F4,13,2021-August,2021-08-01
9618,Nicaragua,FX,64,2021-August,2021-08-01
9619,Nicaragua,IR1,35,2021-August,2021-08-01
9620,Nicaragua,IR2,36,2021-August,2021-08-01
9621,Nicaragua,IR5,27,2021-August,2021-08-01
9622,Nicaragua,IW,2,2021-August,2021-08-01
9623,Nicaragua,SB1,1,2021-August,2021-08-01
9624,Nicaragua,SE,1,2021-August,2021-08-01
9625,Niger,CR1,1,2021-August,2021-08-01
9626,Niger,F3,2,2021-August,2021-08-01
9627,Niger,FX,4,2021-August,2021-08-01
9628,Niger,IR1,1,2021-August,2021-08-01
9629,Niger,SE,5,2021-August,2021-08-01
9630,Nigeria,CR1,7,2021-August,2021-08-01
9631,Nigeria,E2,2,2021-August,2021-08-01
9632,Nigeria,E3,21,2021-August,2021-08-01
9633,Nigeria,F1,17,2021-August,2021-08-01
9634,Nigeria,F2B,1,2021-August,2021-08-01
9635,Nigeria,F3,17,2021-August,2021-08-01
9636,Nigeria,F4,46,2021-August,2021-08-01
9637,Nigeria,FX,13,2021-August,2021-08-01
9638,Nigeria,IR1,29,2021-August,2021-08-01
9639,Nigeria,IR2,39,2021-August,2021-08-01
9640,Nigeria,IR3,7,2021-August,2021-08-01
9641,Nigeria,IR5,113,2021-August,2021-08-01
9642,Nigeria,IW,3,2021-August,2021-08-01
9643,Nigeria,SB1,2,2021-August,2021-08-01
9644,Nigeria,SD,1,2021-August,2021-08-01
9645,Nigeria,SE,11,2021-August,2021-08-01
9646,North Macedonia,CR1,2,2021-August,2021-08-01
9647,North Macedonia,DV,8,2021-August,2021-08-01
9648,North Macedonia,F2B,2,2021-August,2021-08-01
9649,North Macedonia,F3,10,2021-August,2021-08-01
9650,North Macedonia,F4,24,2021-August,2021-08-01
9651,North Macedonia,FX,9,2021-August,2021-08-01
9652,North Macedonia,IR1,2,2021-August,2021-08-01
9653,North Macedonia,IR2,2,2021-August,2021-08-01
9654,North Macedonia,IR5,9,2021-August,2021-08-01
9655,Norway,CR1,1,2021-August,2021-08-01
9656,Norway,IR5,1,2021-August,2021-08-01
9657,Oman,E2,1,2021-August,2021-08-01
9658,Oman,E3,1,2021-August,2021-08-01
9659,Oman,F1,1,2021-August,2021-08-01
9660,Pakistan,CQ,2,2021-August,2021-08-01
9661,Pakistan,CR1,58,2021-August,2021-08-01
9662,Pakistan,E2,2,2021-August,2021-08-01
9663,Pakistan,E3,9,2021-August,2021-08-01
9664,Pakistan,EW,7,2021-August,2021-08-01
9665,Pakistan,F1,10,2021-August,2021-08-01
9666,Pakistan,F2B,19,2021-August,2021-08-01
9667,Pakistan,F3,49,2021-August,2021-08-01
9668,Pakistan,F4,358,2021-August,2021-08-01
9669,Pakistan,FX,49,2021-August,2021-08-01
9670,Pakistan,IR1,188,2021-August,2021-08-01
9671,Pakistan,IR2,31,2021-August,2021-08-01
9672,Pakistan,IR4,1,2021-August,2021-08-01
9673,Pakistan,IR5,204,2021-August,2021-08-01
9674,Pakistan,SB1,13,2021-August,2021-08-01
9675,Pakistan,SE,5,2021-August,2021-08-01
9676,Panama,CR1,1,2021-August,2021-08-01
9677,Panama,E3,1,2021-August,2021-08-01
9678,Panama,F1,7,2021-August,2021-08-01
9679,Panama,F2B,4,2021-August,2021-08-01
9680,Panama,F3,5,2021-August,2021-08-01
9681,Panama,F4,18,2021-August,2021-08-01
9682,Panama,FX,11,2021-August,2021-08-01
9683,Panama,IR1,6,2021-August,2021-08-01
9684,Panama,IR2,13,2021-August,2021-08-01
9685,Panama,IR5,12,2021-August,2021-08-01
9686,Paraguay,F1,1,2021-August,2021-08-01
9687,Paraguay,F2B,1,2021-August,2021-08-01
9688,Paraguay,FX,3,2021-August,2021-08-01
9689,Paraguay,IR1,1,2021-August,2021-08-01
9690,Paraguay,IR2,3,2021-August,2021-08-01
9691,Paraguay,IR5,1,2021-August,2021-08-01
9692,Peru,DV,310,2021-August,2021-08-01
9693,Peru,EW,3,2021-August,2021-08-01
9694,Peru,F1,13,2021-August,2021-08-01
9695,Peru,F2B,8,2021-August,2021-08-01
9696,Peru,F3,3,2021-August,2021-08-01
9697,Peru,F4,21,2021-August,2021-08-01
9698,Peru,FX,8,2021-August,2021-08-01
9699,Peru,IR1,26,2021-August,2021-08-01
9700,Peru,IR2,22,2021-August,2021-08-01
9701,Peru,IR5,45,2021-August,2021-08-01
9702,Peru,SB1,46,2021-August,2021-08-01
9703,Philippines,CR1,25,2021-August,2021-08-01
9704,Philippines,CR2,6,2021-August,2021-08-01
9705,Philippines,E2,10,2021-August,2021-08-01
9706,Philippines,E3,270,2021-August,2021-08-01
9707,Philippines,EW,5,2021-August,2021-08-01
9708,Philippines,F1,39,2021-August,2021-08-01
9709,Philippines,F2B,37,2021-August,2021-08-01
9710,Philippines,F3,44,2021-August,2021-08-01
9711,Philippines,F4,53,2021-August,2021-08-01
9712,Philippines,FX,93,2021-August,2021-08-01
9713,Philippines,IH4,4,2021-August,2021-08-01
9714,Philippines,IR1,276,2021-August,2021-08-01
9715,Philippines,IR2,438,2021-August,2021-08-01
9716,Philippines,IR5,66,2021-August,2021-08-01
9717,Philippines,IW,4,2021-August,2021-08-01
9718,Philippines,SB1,4,2021-August,2021-08-01
9719,Philippines,SE,6,2021-August,2021-08-01
9720,Poland,CR1,4,2021-August,2021-08-01
9721,Poland,DV,11,2021-August,2021-08-01
9722,Poland,E3,3,2021-August,2021-08-01
9723,Poland,EW,15,2021-August,2021-08-01
9724,Poland,F1,2,2021-August,2021-08-01
9725,Poland,F2B,3,2021-August,2021-08-01
9726,Poland,F3,17,2021-August,2021-08-01
9727,Poland,F4,16,2021-August,2021-08-01
9728,Poland,FX,1,2021-August,2021-08-01
9729,Poland,IH3,1,2021-August,2021-08-01
9730,Poland,IR1,10,2021-August,2021-08-01
9731,Poland,IR2,3,2021-August,2021-08-01
9732,Poland,IR5,20,2021-August,2021-08-01
9733,Poland,SB1,11,2021-August,2021-08-01
9734,Portugal,CR1,2,2021-August,2021-08-01
9735,Portugal,E3,5,2021-August,2021-08-01
9736,Portugal,EW,1,2021-August,2021-08-01
9737,Portugal,F1,4,2021-August,2021-08-01
9738,Portugal,F2B,2,2021-August,2021-08-01
9739,Portugal,FX,1,2021-August,2021-08-01
9740,Portugal,IR1,5,2021-August,2021-08-01
9741,Portugal,IR5,2,2021-August,2021-08-01
9742,Portugal,SB1,1,2021-August,2021-08-01
9743,Qatar,E1,5,2021-August,2021-08-01
9744,Qatar,E3,1,2021-August,2021-08-01
9745,Qatar,FX,2,2021-August,2021-08-01
9746,Qatar,IR1,3,2021-August,2021-08-01
9747,Qatar,IR2,2,2021-August,2021-08-01
9748,Romania,CR1,4,2021-August,2021-08-01
9749,Romania,CR2,2,2021-August,2021-08-01
9750,Romania,DV,35,2021-August,2021-08-01
9751,Romania,E3,1,2021-August,2021-08-01
9752,Romania,EW,1,2021-August,2021-08-01
9753,Romania,F2B,3,2021-August,2021-08-01
9754,Romania,F4,23,2021-August,2021-08-01
9755,Romania,FX,5,2021-August,2021-08-01
9756,Romania,IR1,1,2021-August,2021-08-01
9757,Romania,IR2,1,2021-August,2021-08-01
9758,Romania,IR5,20,2021-August,2021-08-01
9759,Romania,SB1,7,2021-August,2021-08-01
9760,Russia,CR1,9,2021-August,2021-08-01
9761,Russia,CR2,1,2021-August,2021-08-01
9762,Russia,DV,61,2021-August,2021-08-01
9763,Russia,E1,14,2021-August,2021-08-01
9764,Russia,E2,1,2021-August,2021-08-01
9765,Russia,E3,1,2021-August,2021-08-01
9766,Russia,F1,3,2021-August,2021-08-01
9767,Russia,F2A,3,2021-August,2021-08-01
9768,Russia,F2B,1,2021-August,2021-08-01
9769,Russia,F3,3,2021-August,2021-08-01
9770,Russia,F4,4,2021-August,2021-08-01
9771,Russia,FX,8,2021-August,2021-08-01
9772,Russia,IR1,25,2021-August,2021-08-01
9773,Russia,IR2,8,2021-August,2021-08-01
9774,Russia,IR5,34,2021-August,2021-08-01
9775,Russia,SB1,9,2021-August,2021-08-01
9776,Rwanda,DV,42,2021-August,2021-08-01
9777,Rwanda,F2B,1,2021-August,2021-08-01
9778,Rwanda,FX,2,2021-August,2021-08-01
9779,Rwanda,IR1,2,2021-August,2021-08-01
9780,Rwanda,IR5,5,2021-August,2021-08-01
9781,Saint Kitts and Nevis,F4,2,2021-August,2021-08-01
9782,Saint Kitts and Nevis,FX,1,2021-August,2021-08-01
9783,Saint Kitts and Nevis,IR5,6,2021-August,2021-08-01
9784,Saint Lucia,CR1,1,2021-August,2021-08-01
9785,Saint Lucia,E1,1,2021-August,2021-08-01
9786,Saint Lucia,E2,1,2021-August,2021-08-01
9787,Saint Lucia,E3,20,2021-August,2021-08-01
9788,Saint Lucia,F1,15,2021-August,2021-08-01
9789,Saint Lucia,F2B,3,2021-August,2021-08-01
9790,Saint Lucia,F3,5,2021-August,2021-08-01
9791,Saint Lucia,F4,2,2021-August,2021-08-01
9792,Saint Lucia,FX,8,2021-August,2021-08-01
9793,Saint Lucia,IR1,2,2021-August,2021-08-01
9794,Saint Lucia,IR5,13,2021-August,2021-08-01
9795,Saint Lucia,IW,1,2021-August,2021-08-01
9796,Saint Martin,CR1,1,2021-August,2021-08-01
9797,Saint Martin,IR2,2,2021-August,2021-08-01
9798,Saint Vincent and the Grenadines,E3,1,2021-August,2021-08-01
9799,Saint Vincent and the Grenadines,F1,3,2021-August,2021-08-01
9800,Saint Vincent and the Grenadines,FX,2,2021-August,2021-08-01
9801,Saint Vincent and the Grenadines,IR1,1,2021-August,2021-08-01
9802,Saint Vincent and the Grenadines,IR2,4,2021-August,2021-08-01
9803,Saint Vincent and the Grenadines,IR5,9,2021-August,2021-08-01
9804,Samoa,DV,1,2021-August,2021-08-01
9805,Saudi Arabia,CR1,14,2021-August,2021-08-01
9806,Saudi Arabia,DV,23,2021-August,2021-08-01
9807,Saudi Arabia,E3,9,2021-August,2021-08-01
9808,Saudi Arabia,F1,2,2021-August,2021-08-01
9809,Saudi Arabia,F2B,1,2021-August,2021-08-01
9810,Saudi Arabia,F3,6,2021-August,2021-08-01
9811,Saudi Arabia,F4,9,2021-August,2021-08-01
9812,Saudi Arabia,FX,5,2021-August,2021-08-01
9813,Saudi Arabia,IR1,20,2021-August,2021-08-01
9814,Saudi Arabia,IR2,12,2021-August,2021-08-01
9815,Saudi Arabia,IR5,3,2021-August,2021-08-01
9816,Saudi Arabia,SB1,12,2021-August,2021-08-01
9817,Senegal,DV,2,2021-August,2021-08-01
9818,Senegal,F1,2,2021-August,2021-08-01
9819,Senegal,F3,1,2021-August,2021-08-01
9820,Senegal,F4,3,2021-August,2021-08-01
9821,Senegal,FX,3,2021-August,2021-08-01
9822,Senegal,IR1,10,2021-August,2021-08-01
9823,Senegal,IR2,9,2021-August,2021-08-01
9824,Senegal,IR5,6,2021-August,2021-08-01
9825,Senegal,SB1,1,2021-August,2021-08-01
9826,Senegal,SE,4,2021-August,2021-08-01
9827,Serbia,CR1,1,2021-August,2021-08-01
9828,Serbia,F2B,1,2021-August,2021-08-01
9829,Serbia,F4,8,2021-August,2021-08-01
9830,Serbia,FX,10,2021-August,2021-08-01
9831,Serbia,IR1,4,2021-August,2021-08-01
9832,Serbia,IR2,5,2021-August,2021-08-01
9833,Serbia,IR5,4,2021-August,2021-08-01
9834,Sierra Leone,CR1,35,2021-August,2021-08-01
9835,Sierra Leone,CR2,5,2021-August,2021-08-01
9836,Sierra Leone,DV,24,2021-August,2021-08-01
9837,Sierra Leone,F1,37,2021-August,2021-08-01
9838,Sierra Leone,F2B,15,2021-August,2021-08-01
9839,Sierra Leone,F3,6,2021-August,2021-08-01
9840,Sierra Leone,F4,5,2021-August,2021-08-01
9841,Sierra Leone,FX,97,2021-August,2021-08-01
9842,Sierra Leone,IR1,46,2021-August,2021-08-01
9843,Sierra Leone,IR2,121,2021-August,2021-08-01
9844,Sierra Leone,IR3,1,2021-August,2021-08-01
9845,Sierra Leone,IR5,65,2021-August,2021-08-01
9846,Sierra Leone,SB1,1,2021-August,2021-08-01
9847,Sierra Leone,SE,4,2021-August,2021-08-01
9848,Singapore,CR1,2,2021-August,2021-08-01
9849,Singapore,CR2,1,2021-August,2021-08-01
9850,Singapore,DV,2,2021-August,2021-08-01
9851,Singapore,E2,1,2021-August,2021-08-01
9852,Singapore,E3,1,2021-August,2021-08-01
9853,Singapore,F2B,1,2021-August,2021-08-01
9854,Singapore,FX,2,2021-August,2021-08-01
9855,Singapore,IR1,2,2021-August,2021-08-01
9856,Singapore,IR2,1,2021-August,2021-08-01
9857,Singapore,IR5,1,2021-August,2021-08-01
9858,Singapore,SB1,2,2021-August,2021-08-01
9859,Sint Maarten,E3,1,2021-August,2021-08-01
9860,Sint Maarten,FX,1,2021-August,2021-08-01
9861,Slovakia,CR1,1,2021-August,2021-08-01
9862,Slovakia,DV,1,2021-August,2021-08-01
9863,Slovakia,E3,1,2021-August,2021-08-01
9864,Slovakia,EW,1,2021-August,2021-08-01
9865,Slovakia,FX,3,2021-August,2021-08-01
9866,Slovakia,IR1,5,2021-August,2021-08-01
9867,Slovakia,IR5,2,2021-August,2021-08-01
9868,Slovenia,E1,2,2021-August,2021-08-01
9869,Solomon Islands,CR1,1,2021-August,2021-08-01
9870,Somalia,CR1,2,2021-August,2021-08-01
9871,Somalia,DV,2,2021-August,2021-08-01
9872,Somalia,F1,6,2021-August,2021-08-01
9873,Somalia,F2B,1,2021-August,2021-08-01
9874,Somalia,F4,1,2021-August,2021-08-01
9875,Somalia,FX,22,2021-August,2021-08-01
9876,Somalia,IR1,22,2021-August,2021-08-01
9877,Somalia,IR2,29,2021-August,2021-08-01
9878,Somalia,IR5,10,2021-August,2021-08-01
9879,South Africa,CR1,5,2021-August,2021-08-01
9880,South Africa,DV,8,2021-August,2021-08-01
9881,South Africa,E3,2,2021-August,2021-08-01
9882,South Africa,F1,2,2021-August,2021-08-01
9883,South Africa,F4,2,2021-August,2021-08-01
9884,South Africa,FX,1,2021-August,2021-08-01
9885,South Africa,IH3,2,2021-August,2021-08-01
9886,South Africa,IR1,11,2021-August,2021-08-01
9887,South Africa,IR2,3,2021-August,2021-08-01
9888,South Africa,IR5,21,2021-August,2021-08-01
9889,South Africa,SB1,2,2021-August,2021-08-01
9890,South Sudan,IR1,3,2021-August,2021-08-01
9891,South Sudan,IR2,1,2021-August,2021-08-01
9892,South Sudan,IR5,1,2021-August,2021-08-01
9893,Spain,CR1,7,2021-August,2021-08-01
9894,Spain,CR2,1,2021-August,2021-08-01
9895,Spain,DV,2,2021-August,2021-08-01
9896,Spain,E1,6,2021-August,2021-08-01
9897,Spain,E3,1,2021-August,2021-08-01
9898,Spain,F1,1,2021-August,2021-08-01
9899,Spain,F3,3,2021-August,2021-08-01
9900,Spain,FX,4,2021-August,2021-08-01
9901,Spain,IR1,3,2021-August,2021-08-01
9902,Spain,IR2,13,2021-August,2021-08-01
9903,Spain,IR5,7,2021-August,2021-08-01
9904,Spain,SB1,1,2021-August,2021-08-01
9905,Sri Lanka,CR1,7,2021-August,2021-08-01
9906,Sri Lanka,DV,54,2021-August,2021-08-01
9907,Sri Lanka,FX,1,2021-August,2021-08-01
9908,Sri Lanka,IR1,10,2021-August,2021-08-01
9909,Sri Lanka,IR2,4,2021-August,2021-08-01
9910,Sri Lanka,IR5,20,2021-August,2021-08-01
9911,Sri Lanka,SB1,1,2021-August,2021-08-01
9912,Sudan,CR1,4,2021-August,2021-08-01
9913,Sudan,DV,58,2021-August,2021-08-01
9914,Sudan,F3,1,2021-August,2021-08-01
9915,Sudan,F4,1,2021-August,2021-08-01
9916,Sudan,FX,7,2021-August,2021-08-01
9917,Sudan,IR1,22,2021-August,2021-08-01
9918,Sudan,IR2,20,2021-August,2021-08-01
9919,Sudan,IR5,22,2021-August,2021-08-01
9920,Sudan,SB1,1,2021-August,2021-08-01
9921,Suriname,F2B,1,2021-August,2021-08-01
9922,Suriname,F3,2,2021-August,2021-08-01
9923,Suriname,IR2,1,2021-August,2021-08-01
9924,Suriname,SE,2,2021-August,2021-08-01
9925,Sweden,DV,2,2021-August,2021-08-01
9926,Sweden,F4,1,2021-August,2021-08-01
9927,Sweden,IR5,1,2021-August,2021-08-01
9928,Switzerland,CR1,1,2021-August,2021-08-01
9929,Switzerland,E1,2,2021-August,2021-08-01
9930,Switzerland,E2,4,2021-August,2021-08-01
9931,Switzerland,E3,4,2021-August,2021-08-01
9932,Switzerland,FX,2,2021-August,2021-08-01
9933,Switzerland,IR1,4,2021-August,2021-08-01
9934,Switzerland,IR2,4,2021-August,2021-08-01
9935,Switzerland,SB1,2,2021-August,2021-08-01
9936,Syria,CR1,1,2021-August,2021-08-01
9937,Syria,DV,11,2021-August,2021-08-01
9938,Syria,E3,6,2021-August,2021-08-01
9939,Syria,F1,1,2021-August,2021-08-01
9940,Syria,F2B,1,2021-August,2021-08-01
9941,Syria,F3,11,2021-August,2021-08-01
9942,Syria,F4,48,2021-August,2021-08-01
9943,Syria,FX,12,2021-August,2021-08-01
9944,Syria,IR1,24,2021-August,2021-08-01
9945,Syria,IR2,1,2021-August,2021-08-01
9946,Syria,IR5,36,2021-August,2021-08-01
9947,Tajikistan,C2A,1,2021-August,2021-08-01
9948,Tajikistan,CR1,2,2021-August,2021-08-01
9949,Tajikistan,DV,71,2021-August,2021-08-01
9950,Tajikistan,F2B,1,2021-August,2021-08-01
9951,Tajikistan,FX,17,2021-August,2021-08-01
9952,Tajikistan,IR1,1,2021-August,2021-08-01
9953,Tajikistan,IR2,2,2021-August,2021-08-01
9954,Tajikistan,IR5,9,2021-August,2021-08-01
9955,Tajikistan,SB1,1,2021-August,2021-08-01
9956,Tanzania,CR1,2,2021-August,2021-08-01
9957,Tanzania,CR2,1,2021-August,2021-08-01
9958,Tanzania,E2,1,2021-August,2021-08-01
9959,Tanzania,F1,8,2021-August,2021-08-01
9960,Tanzania,F2B,1,2021-August,2021-08-01
9961,Tanzania,F4,1,2021-August,2021-08-01
9962,Tanzania,FX,11,2021-August,2021-08-01
9963,Tanzania,IR1,4,2021-August,2021-08-01
9964,Tanzania,IR2,6,2021-August,2021-08-01
9965,Tanzania,IR5,9,2021-August,2021-08-01
9966,Tanzania,SB1,2,2021-August,2021-08-01
9967,Thailand,CR1,4,2021-August,2021-08-01
9968,Thailand,DV,3,2021-August,2021-08-01
9969,Thailand,E3,1,2021-August,2021-08-01
9970,Thailand,EW,3,2021-August,2021-08-01
9971,Thailand,F1,1,2021-August,2021-08-01
9972,Thailand,F4,3,2021-August,2021-08-01
9973,Thailand,FX,1,2021-August,2021-08-01
9974,Thailand,IH4,1,2021-August,2021-08-01
9975,Thailand,IR1,30,2021-August,2021-08-01
9976,Thailand,IR2,21,2021-August,2021-08-01
9977,Thailand,IR5,10,2021-August,2021-08-01
9978,Thailand,SB1,11,2021-August,2021-08-01
9979,Togo,CR1,1,2021-August,2021-08-01
9980,Togo,DV,49,2021-August,2021-08-01
9981,Togo,F1,2,2021-August,2021-08-01
9982,Togo,F2B,1,2021-August,2021-08-01
9983,Togo,FX,49,2021-August,2021-08-01
9984,Togo,IR1,3,2021-August,2021-08-01
9985,Togo,IR2,2,2021-August,2021-08-01
9986,Togo,IR5,2,2021-August,2021-08-01
9987,Togo,SE,5,2021-August,2021-08-01
9988,Tonga,DV,5,2021-August,2021-08-01
9989,Tonga,F3,8,2021-August,2021-08-01
9990,Tonga,IR1,1,2021-August,2021-08-01
9991,Tonga,IR2,1,2021-August,2021-08-01
9992,Trinidad and Tobago,CR1,1,2021-August,2021-08-01
9993,Trinidad and Tobago,DV,5,2021-August,2021-08-01
9994,Trinidad and Tobago,E3,8,2021-August,2021-08-01
9995,Trinidad and Tobago,F1,8,2021-August,2021-08-01
9996,Trinidad and Tobago,F2B,2,2021-August,2021-08-01
9997,Trinidad and Tobago,F3,9,2021-August,2021-08-01
9998,Trinidad and Tobago,F4,4,2021-August,2021-08-01
9999,Trinidad and Tobago,IR1,4,2021-August,2021-08-01
10000,Trinidad and Tobago,IR2,6,2021-August,2021-08-01
10001,Trinidad and Tobago,IR5,30,2021-August,2021-08-01
10002,Trinidad and Tobago,SB1,5,2021-August,2021-08-01
10003,Tunisia,CR1,8,2021-August,2021-08-01
10004,Tunisia,DV,10,2021-August,2021-08-01
10005,Tunisia,F4,1,2021-August,2021-08-01
10006,Tunisia,FX,1,2021-August,2021-08-01
10007,Tunisia,IR1,2,2021-August,2021-08-01
10008,Tunisia,IR5,2,2021-August,2021-08-01
10009,Tunisia,SE,6,2021-August,2021-08-01
10010,Turkey,CR1,10,2021-August,2021-08-01
10011,Turkey,DV,291,2021-August,2021-08-01
10012,Turkey,E1,9,2021-August,2021-08-01
10013,Turkey,E2,9,2021-August,2021-08-01
10014,Turkey,E3,4,2021-August,2021-08-01
10015,Turkey,EW,1,2021-August,2021-08-01
10016,Turkey,F1,1,2021-August,2021-08-01
10017,Turkey,F2B,1,2021-August,2021-08-01
10018,Turkey,F4,4,2021-August,2021-08-01
10019,Turkey,FX,8,2021-August,2021-08-01
10020,Turkey,IR1,11,2021-August,2021-08-01
10021,Turkey,IR2,8,2021-August,2021-08-01
10022,Turkey,IR5,36,2021-August,2021-08-01
10023,Turkey,SB1,9,2021-August,2021-08-01
10024,Turkmenistan,CR1,1,2021-August,2021-08-01
10025,Turkmenistan,DV,16,2021-August,2021-08-01
10026,Turkmenistan,F2B,1,2021-August,2021-08-01
10027,Turkmenistan,FX,17,2021-August,2021-08-01
10028,Turkmenistan,IR2,2,2021-August,2021-08-01
10029,Turkmenistan,IR5,1,2021-August,2021-08-01
10030,Turks and Caicos Islands,FX,1,2021-August,2021-08-01
10031,Uganda,CR1,1,2021-August,2021-08-01
10032,Uganda,DV,16,2021-August,2021-08-01
10033,Uganda,F4,3,2021-August,2021-08-01
10034,Uganda,FX,4,2021-August,2021-08-01
10035,Uganda,IR1,2,2021-August,2021-08-01
10036,Uganda,IR2,3,2021-August,2021-08-01
10037,Uganda,IR3,1,2021-August,2021-08-01
10038,Uganda,IR5,10,2021-August,2021-08-01
10039,Uganda,SB1,1,2021-August,2021-08-01
10040,Ukraine,CR1,11,2021-August,2021-08-01
10041,Ukraine,CR2,2,2021-August,2021-08-01
10042,Ukraine,DV,259,2021-August,2021-08-01
10043,Ukraine,E1,6,2021-August,2021-08-01
10044,Ukraine,E2,2,2021-August,2021-08-01
10045,Ukraine,EW,2,2021-August,2021-08-01
10046,Ukraine,F1,3,2021-August,2021-08-01
10047,Ukraine,F2B,2,2021-August,2021-08-01
10048,Ukraine,F3,29,2021-August,2021-08-01
10049,Ukraine,F4,16,2021-August,2021-08-01
10050,Ukraine,FX,15,2021-August,2021-08-01
10051,Ukraine,IR1,12,2021-August,2021-08-01
10052,Ukraine,IR2,9,2021-August,2021-08-01
10053,Ukraine,IR3,14,2021-August,2021-08-01
10054,Ukraine,IR4,3,2021-August,2021-08-01
10055,Ukraine,IR5,141,2021-August,2021-08-01
10056,Ukraine,SB1,4,2021-August,2021-08-01
10057,United Arab Emirates,CR1,2,2021-August,2021-08-01
10058,United Arab Emirates,DV,12,2021-August,2021-08-01
10059,United Arab Emirates,E3,6,2021-August,2021-08-01
10060,United Arab Emirates,F1,1,2021-August,2021-08-01
10061,United Arab Emirates,F3,7,2021-August,2021-08-01
10062,United Arab Emirates,F4,8,2021-August,2021-08-01
10063,United Arab Emirates,FX,4,2021-August,2021-08-01
10064,United Arab Emirates,IR1,7,2021-August,2021-08-01
10065,United Arab Emirates,IR2,12,2021-August,2021-08-01
10066,United Arab Emirates,SB1,1,2021-August,2021-08-01
10067,Uruguay,FX,4,2021-August,2021-08-01
10068,Uruguay,IR1,2,2021-August,2021-08-01
10069,Uruguay,IR5,5,2021-August,2021-08-01
10070,Uzbekistan,CR1,2,2021-August,2021-08-01
10071,Uzbekistan,CR2,3,2021-August,2021-08-01
10072,Uzbekistan,DV,4,2021-August,2021-08-01
10073,Uzbekistan,F1,1,2021-August,2021-08-01
10074,Uzbekistan,FX,54,2021-August,2021-08-01
10075,Uzbekistan,IR1,10,2021-August,2021-08-01
10076,Uzbekistan,IR2,7,2021-August,2021-08-01
10077,Uzbekistan,IR5,21,2021-August,2021-08-01
10078,Uzbekistan,SB1,1,2021-August,2021-08-01
10079,Venezuela,CR1,17,2021-August,2021-08-01
10080,Venezuela,CR2,10,2021-August,2021-08-01
10081,Venezuela,DV,132,2021-August,2021-08-01
10082,Venezuela,E1,5,2021-August,2021-08-01
10083,Venezuela,E2,10,2021-August,2021-08-01
10084,Venezuela,E3,2,2021-August,2021-08-01
10085,Venezuela,F1,9,2021-August,2021-08-01
10086,Venezuela,F2B,5,2021-August,2021-08-01
10087,Venezuela,F3,6,2021-August,2021-08-01
10088,Venezuela,F4,15,2021-August,2021-08-01
10089,Venezuela,FX,20,2021-August,2021-08-01
10090,Venezuela,IR1,53,2021-August,2021-08-01
10091,Venezuela,IR2,65,2021-August,2021-08-01
10092,Venezuela,IR5,123,2021-August,2021-08-01
10093,Venezuela,SB1,1,2021-August,2021-08-01
10094,Vietnam,AM,6,2021-August,2021-08-01
10095,Vietnam,BC1,2,2021-August,2021-08-01
10096,Vietnam,CR1,2,2021-August,2021-08-01
10097,Vietnam,F1,3,2021-August,2021-08-01
10098,Vietnam,F2B,6,2021-August,2021-08-01
10099,Vietnam,F3,17,2021-August,2021-08-01
10100,Vietnam,F4,35,2021-August,2021-08-01
10101,Vietnam,IR1,4,2021-August,2021-08-01
