Fiscal Year-value,Fiscal Year-alias,Month (abbv)-value,Month (abbv)-alias,SUM(Encounter Count)-alias,Citizenship Grouping,Component,Demographic,Title of Authority
2021,2021,APR,APR,4270,El Salvador,U.S. Border Patrol,Single Adults,Title 42
2022,2022,APR,APR,4351,El Salvador,U.S. Border Patrol,Single Adults,Title 42
2020,2020,MAR,MAR,243,El Salvador,U.S. Border Patrol,Single Adults,Title 42
2021,2021,MAR,MAR,3572,El Salvador,U.S. Border Patrol,Single Adults,Title 42
2022,2022,MAR,MAR,4740,El Salvador,U.S. Border Patrol,Single Adults,Title 42
2021,2021,FEB,FEB,2839,El Salvador,U.S. Border Patrol,Single Adults,Title 42
2022,2022,FEB,FEB,4166,El Salvador,U.S. Border Patrol,Single Adults,Title 42
2021,2021,JAN,JAN,2535,El Salvador,U.S. Border Patrol,Single Adults,Title 42
2022,2022,JAN,JAN,3308,El Salvador,U.S. Border Patrol,Single Adults,Title 42
2021,2021,DEC,DEC,2974,El Salvador,U.S. Border Patrol,Single Adults,Title 42
2022,2022,DEC,DEC,4310,El Salvador,U.S. Border Patrol,Single Adults,Title 42
2023 (FYTD),2023 (FYTD),DEC,DEC,1970,El Salvador,U.S. Border Patrol,Single Adults,Title 42
2021,2021,NOV,NOV,2737,El Salvador,U.S. Border Patrol,Single Adults,Title 42
2022,2022,NOV,NOV,3825,El Salvador,U.S. Border Patrol,Single Adults,Title 42
2023 (FYTD),2023 (FYTD),NOV,NOV,2396,El Salvador,U.S. Border Patrol,Single Adults,Title 42
2021,2021,OCT,OCT,2012,El Salvador,U.S. Border Patrol,Single Adults,Title 42
2022,2022,OCT,OCT,3780,El Salvador,U.S. Border Patrol,Single Adults,Title 42
2023 (FYTD),2023 (FYTD),OCT,OCT,2819,El Salvador,U.S. Border Patrol,Single Adults,Title 42
2020,2020,SEP,SEP,225,El Salvador,U.S. Border Patrol,UC / Single Minors,all
2021,2021,SEP,SEP,1904,El Salvador,U.S. Border Patrol,UC / Single Minors,all
2022,2022,SEP,SEP,1146,El Salvador,U.S. Border Patrol,UC / Single Minors,all
2020,2020,AUG,AUG,143,El Salvador,U.S. Border Patrol,UC / Single Minors,all
2021,2021,AUG,AUG,2105,El Salvador,U.S. Border Patrol,UC / Single Minors,all
2022,2022,AUG,AUG,1138,El Salvador,U.S. Border Patrol,UC / Single Minors,all
2020,2020,JUL,JUL,93,El Salvador,U.S. Border Patrol,UC / Single Minors,all
2021,2021,JUL,JUL,2111,El Salvador,U.S. Border Patrol,UC / Single Minors,all
2022,2022,JUL,JUL,1311,El Salvador,U.S. Border Patrol,UC / Single Minors,all
2020,2020,JUN,JUN,38,El Salvador,U.S. Border Patrol,UC / Single Minors,all
2021,2021,JUN,JUN,1840,El Salvador,U.S. Border Patrol,UC / Single Minors,all
2022,2022,JUN,JUN,1571,El Salvador,U.S. Border Patrol,UC / Single Minors,all
2020,2020,MAY,MAY,10,El Salvador,U.S. Border Patrol,UC / Single Minors,all
2021,2021,MAY,MAY,1658,El Salvador,U.S. Border Patrol,UC / Single Minors,all
2022,2022,MAY,MAY,1610,El Salvador,U.S. Border Patrol,UC / Single Minors,all
2020,2020,APR,APR,22,El Salvador,U.S. Border Patrol,UC / Single Minors,all
2021,2021,APR,APR,2090,El Salvador,U.S. Border Patrol,UC / Single Minors,all
2022,2022,APR,APR,1275,El Salvador,U.S. Border Patrol,UC / Single Minors,all
2020,2020,MAR,MAR,254,El Salvador,U.S. Border Patrol,UC / Single Minors,all
2021,2021,MAR,MAR,1580,El Salvador,U.S. Border Patrol,UC / Single Minors,all
2022,2022,MAR,MAR,1469,El Salvador,U.S. Border Patrol,UC / Single Minors,all
2020,2020,FEB,FEB,269,El Salvador,U.S. Border Patrol,UC / Single Minors,all
2021,2021,FEB,FEB,767,El Salvador,U.S. Border Patrol,UC / Single Minors,all
2022,2022,FEB,FEB,1129,El Salvador,U.S. Border Patrol,UC / Single Minors,all
2020,2020,JAN,JAN,215,El Salvador,U.S. Border Patrol,UC / Single Minors,all
2021,2021,JAN,JAN,386,El Salvador,U.S. Border Patrol,UC / Single Minors,all
2022,2022,JAN,JAN,942,El Salvador,U.S. Border Patrol,UC / Single Minors,all
2020,2020,DEC,DEC,279,El Salvador,U.S. Border Patrol,UC / Single Minors,all
2021,2021,DEC,DEC,355,El Salvador,U.S. Border Patrol,UC / Single Minors,all
2022,2022,DEC,DEC,1342,El Salvador,U.S. Border Patrol,UC / Single Minors,all
2023 (FYTD),2023 (FYTD),DEC,DEC,886,El Salvador,U.S. Border Patrol,UC / Single Minors,all
2020,2020,NOV,NOV,295,El Salvador,U.S. Border Patrol,UC / Single Minors,all
2021,2021,NOV,NOV,344,El Salvador,U.S. Border Patrol,UC / Single Minors,all
2022,2022,NOV,NOV,1731,El Salvador,U.S. Border Patrol,UC / Single Minors,all
2023 (FYTD),2023 (FYTD),NOV,NOV,1154,El Salvador,U.S. Border Patrol,UC / Single Minors,all
2020,2020,OCT,OCT,346,El Salvador,U.S. Border Patrol,UC / Single Minors,all
2021,2021,OCT,OCT,333,El Salvador,U.S. Border Patrol,UC / Single Minors,all
2022,2022,OCT,OCT,1664,El Salvador,U.S. Border Patrol,UC / Single Minors,all
2023 (FYTD),2023 (FYTD),OCT,OCT,1082,El Salvador,U.S. Border Patrol,UC / Single Minors,all
2020,2020,SEP,SEP,150,El Salvador,U.S. Border Patrol,UC / Single Minors,Title 8
2021,2021,SEP,SEP,1903,El Salvador,U.S. Border Patrol,UC / Single Minors,Title 8
2022,2022,SEP,SEP,1146,El Salvador,U.S. Border Patrol,UC / Single Minors,Title 8
2020,2020,AUG,AUG,65,El Salvador,U.S. Border Patrol,UC / Single Minors,Title 8
2021,2021,AUG,AUG,2105,El Salvador,U.S. Border Patrol,UC / Single Minors,Title 8
2022,2022,AUG,AUG,1138,El Salvador,U.S. Border Patrol,UC / Single Minors,Title 8
2020,2020,JUL,JUL,13,El Salvador,U.S. Border Patrol,UC / Single Minors,Title 8
2021,2021,JUL,JUL,2111,El Salvador,U.S. Border Patrol,UC / Single Minors,Title 8
2022,2022,JUL,JUL,1311,El Salvador,U.S. Border Patrol,UC / Single Minors,Title 8
2020,2020,JUN,JUN,10,El Salvador,U.S. Border Patrol,UC / Single Minors,Title 8
2021,2021,JUN,JUN,1840,El Salvador,U.S. Border Patrol,UC / Single Minors,Title 8
2022,2022,JUN,JUN,1571,El Salvador,U.S. Border Patrol,UC / Single Minors,Title 8
2020,2020,MAY,MAY,1,El Salvador,U.S. Border Patrol,UC / Single Minors,Title 8
2021,2021,MAY,MAY,1658,El Salvador,U.S. Border Patrol,UC / Single Minors,Title 8
2022,2022,MAY,MAY,1610,El Salvador,U.S. Border Patrol,UC / Single Minors,Title 8
2020,2020,APR,APR,6,El Salvador,U.S. Border Patrol,UC / Single Minors,Title 8
2021,2021,APR,APR,2089,El Salvador,U.S. Border Patrol,UC / Single Minors,Title 8
2022,2022,APR,APR,1275,El Salvador,U.S. Border Patrol,UC / Single Minors,Title 8
2020,2020,MAR,MAR,234,El Salvador,U.S. Border Patrol,UC / Single Minors,Title 8
2021,2021,MAR,MAR,1580,El Salvador,U.S. Border Patrol,UC / Single Minors,Title 8
2022,2022,MAR,MAR,1469,El Salvador,U.S. Border Patrol,UC / Single Minors,Title 8
2020,2020,FEB,FEB,269,El Salvador,U.S. Border Patrol,UC / Single Minors,Title 8
2021,2021,FEB,FEB,767,El Salvador,U.S. Border Patrol,UC / Single Minors,Title 8
2022,2022,FEB,FEB,1129,El Salvador,U.S. Border Patrol,UC / Single Minors,Title 8
2020,2020,JAN,JAN,215,El Salvador,U.S. Border Patrol,UC / Single Minors,Title 8
2021,2021,JAN,JAN,386,El Salvador,U.S. Border Patrol,UC / Single Minors,Title 8
2022,2022,JAN,JAN,942,El Salvador,U.S. Border Patrol,UC / Single Minors,Title 8
2020,2020,DEC,DEC,279,El Salvador,U.S. Border Patrol,UC / Single Minors,Title 8
2021,2021,DEC,DEC,355,El Salvador,U.S. Border Patrol,UC / Single Minors,Title 8
2022,2022,DEC,DEC,1342,El Salvador,U.S. Border Patrol,UC / Single Minors,Title 8
2023 (FYTD),2023 (FYTD),DEC,DEC,886,El Salvador,U.S. Border Patrol,UC / Single Minors,Title 8
2020,2020,NOV,NOV,295,El Salvador,U.S. Border Patrol,UC / Single Minors,Title 8
2021,2021,NOV,NOV,280,El Salvador,U.S. Border Patrol,UC / Single Minors,Title 8
2022,2022,NOV,NOV,1731,El Salvador,U.S. Border Patrol,UC / Single Minors,Title 8
2023 (FYTD),2023 (FYTD),NOV,NOV,1152,El Salvador,U.S. Border Patrol,UC / Single Minors,Title 8
2020,2020,OCT,OCT,346,El Salvador,U.S. Border Patrol,UC / Single Minors,Title 8
2021,2021,OCT,OCT,217,El Salvador,U.S. Border Patrol,UC / Single Minors,Title 8
2022,2022,OCT,OCT,1664,El Salvador,U.S. Border Patrol,UC / Single Minors,Title 8
2023 (FYTD),2023 (FYTD),OCT,OCT,1082,El Salvador,U.S. Border Patrol,UC / Single Minors,Title 8
2020,2020,SEP,SEP,75,El Salvador,U.S. Border Patrol,UC / Single Minors,Title 42
2021,2021,SEP,SEP,1,El Salvador,U.S. Border Patrol,UC / Single Minors,Title 42
2020,2020,AUG,AUG,78,El Salvador,U.S. Border Patrol,UC / Single Minors,Title 42
2020,2020,JUL,JUL,80,El Salvador,U.S. Border Patrol,UC / Single Minors,Title 42
2020,2020,JUN,JUN,28,El Salvador,U.S. Border Patrol,UC / Single Minors,Title 42
2020,2020,MAY,MAY,9,El Salvador,U.S. Border Patrol,UC / Single Minors,Title 42
2020,2020,APR,APR,16,El Salvador,U.S. Border Patrol,UC / Single Minors,Title 42
2021,2021,APR,APR,1,El Salvador,U.S. Border Patrol,UC / Single Minors,Title 42
2020,2020,MAR,MAR,20,El Salvador,U.S. Border Patrol,UC / Single Minors,Title 42
2021,2021,NOV,NOV,64,El Salvador,U.S. Border Patrol,UC / Single Minors,Title 42
2023 (FYTD),2023 (FYTD),NOV,NOV,2,El Salvador,U.S. Border Patrol,UC / Single Minors,Title 42
2021,2021,OCT,OCT,116,El Salvador,U.S. Border Patrol,UC / Single Minors,Title 42
2020,2020,SEP,SEP,5912,Guatemala,all,all,all
2021,2021,SEP,SEP,24288,Guatemala,all,all,all
2022,2022,SEP,SEP,15331,Guatemala,all,all,all
2020,2020,AUG,AUG,4146,Guatemala,all,all,all
2021,2021,AUG,AUG,37108,Guatemala,all,all,all
2022,2022,AUG,AUG,15681,Guatemala,all,all,all
2020,2020,JUL,JUL,2418,Guatemala,all,all,all
2021,2021,JUL,JUL,36468,Guatemala,all,all,all
2022,2022,JUL,JUL,20212,Guatemala,all,all,all
2020,2020,JUN,JUN,1064,Guatemala,all,all,all
2021,2021,JUN,JUN,30246,Guatemala,all,all,all
2022,2022,JUN,JUN,24648,Guatemala,all,all,all
2020,2020,MAY,MAY,724,Guatemala,all,all,all
2021,2021,MAY,MAY,26452,Guatemala,all,all,all
2022,2022,MAY,MAY,21468,Guatemala,all,all,all
2020,2020,APR,APR,1357,Guatemala,all,all,all
2021,2021,APR,APR,30053,Guatemala,all,all,all
2022,2022,APR,APR,19910,Guatemala,all,all,all
2020,2020,MAR,MAR,4329,Guatemala,all,all,all
2021,2021,MAR,MAR,34060,Guatemala,all,all,all
2022,2022,MAR,MAR,21392,Guatemala,all,all,all
2020,2020,FEB,FEB,4885,Guatemala,all,all,all
2021,2021,FEB,FEB,19154,Guatemala,all,all,all
2022,2022,FEB,FEB,18215,Guatemala,all,all,all
2020,2020,JAN,JAN,4580,Guatemala,all,all,all
2021,2021,JAN,JAN,13137,Guatemala,all,all,all
2022,2022,JAN,JAN,13856,Guatemala,all,all,all
2020,2020,DEC,DEC,6490,Guatemala,all,all,all
2021,2021,DEC,DEC,12454,Guatemala,all,all,all
2022,2022,DEC,DEC,21009,Guatemala,all,all,all
2023 (FYTD),2023 (FYTD),DEC,DEC,14796,Guatemala,all,all,all
2020,2020,NOV,NOV,6240,Guatemala,all,all,all
2021,2021,NOV,NOV,10323,Guatemala,all,all,all
2022,2022,NOV,NOV,20469,Guatemala,all,all,all
2023 (FYTD),2023 (FYTD),NOV,NOV,14520,Guatemala,all,all,all
2020,2020,OCT,OCT,5909,Guatemala,all,all,all
2021,2021,OCT,OCT,9292,Guatemala,all,all,all
2022,2022,OCT,OCT,19374,Guatemala,all,all,all
2023 (FYTD),2023 (FYTD),OCT,OCT,14842,Guatemala,all,all,all
2020,2020,SEP,SEP,816,Guatemala,all,all,Title 8
2021,2021,SEP,SEP,8595,Guatemala,all,all,Title 8
2022,2022,SEP,SEP,5613,Guatemala,all,all,Title 8
2020,2020,AUG,AUG,376,Guatemala,all,all,Title 8
2021,2021,AUG,AUG,19570,Guatemala,all,all,Title 8
2022,2022,AUG,AUG,5682,Guatemala,all,all,Title 8
2020,2020,JUL,JUL,177,Guatemala,all,all,Title 8
2021,2021,JUL,JUL,21725,Guatemala,all,all,Title 8
2022,2022,JUL,JUL,6735,Guatemala,all,all,Title 8
2020,2020,JUN,JUN,68,Guatemala,all,all,Title 8
2021,2021,JUN,JUN,13291,Guatemala,all,all,Title 8
2022,2022,JUN,JUN,8180,Guatemala,all,all,Title 8
2020,2020,MAY,MAY,62,Guatemala,all,all,Title 8
2021,2021,MAY,MAY,9217,Guatemala,all,all,Title 8
2022,2022,MAY,MAY,7785,Guatemala,all,all,Title 8
2020,2020,APR,APR,58,Guatemala,all,all,Title 8
2021,2021,APR,APR,10808,Guatemala,all,all,Title 8
2022,2022,APR,APR,7619,Guatemala,all,all,Title 8
2020,2020,MAR,MAR,3249,Guatemala,all,all,Title 8
2021,2021,MAR,MAR,13727,Guatemala,all,all,Title 8
2022,2022,MAR,MAR,6356,Guatemala,all,all,Title 8
2020,2020,FEB,FEB,4885,Guatemala,all,all,Title 8
2021,2021,FEB,FEB,5684,Guatemala,all,all,Title 8
2022,2022,FEB,FEB,5620,Guatemala,all,all,Title 8
2020,2020,JAN,JAN,4580,Guatemala,all,all,Title 8
2021,2021,JAN,JAN,2562,Guatemala,all,all,Title 8
2022,2022,JAN,JAN,3712,Guatemala,all,all,Title 8
2020,2020,DEC,DEC,6490,Guatemala,all,all,Title 8
2021,2021,DEC,DEC,1979,Guatemala,all,all,Title 8
2022,2022,DEC,DEC,6847,Guatemala,all,all,Title 8
2023 (FYTD),2023 (FYTD),DEC,DEC,6396,Guatemala,all,all,Title 8
2020,2020,NOV,NOV,6240,Guatemala,all,all,Title 8
2021,2021,NOV,NOV,1317,Guatemala,all,all,Title 8
2022,2022,NOV,NOV,7150,Guatemala,all,all,Title 8
2023 (FYTD),2023 (FYTD),NOV,NOV,6519,Guatemala,all,all,Title 8
2020,2020,OCT,OCT,5909,Guatemala,all,all,Title 8
2021,2021,OCT,OCT,944,Guatemala,all,all,Title 8
2022,2022,OCT,OCT,6073,Guatemala,all,all,Title 8
2023 (FYTD),2023 (FYTD),OCT,OCT,5693,Guatemala,all,all,Title 8
2020,2020,SEP,SEP,5096,Guatemala,all,all,Title 42
2021,2021,SEP,SEP,15693,Guatemala,all,all,Title 42
2022,2022,SEP,SEP,9718,Guatemala,all,all,Title 42
2020,2020,AUG,AUG,3770,Guatemala,all,all,Title 42
2021,2021,AUG,AUG,17538,Guatemala,all,all,Title 42
2022,2022,AUG,AUG,9999,Guatemala,all,all,Title 42
2020,2020,JUL,JUL,2241,Guatemala,all,all,Title 42
2021,2021,JUL,JUL,14743,Guatemala,all,all,Title 42
2022,2022,JUL,JUL,13477,Guatemala,all,all,Title 42
2020,2020,JUN,JUN,996,Guatemala,all,all,Title 42
2021,2021,JUN,JUN,16955,Guatemala,all,all,Title 42
2022,2022,JUN,JUN,16468,Guatemala,all,all,Title 42
2020,2020,MAY,MAY,662,Guatemala,all,all,Title 42
2021,2021,MAY,MAY,17235,Guatemala,all,all,Title 42
2022,2022,MAY,MAY,13683,Guatemala,all,all,Title 42
2020,2020,APR,APR,1299,Guatemala,all,all,Title 42
2021,2021,APR,APR,19245,Guatemala,all,all,Title 42
2022,2022,APR,APR,12291,Guatemala,all,all,Title 42
2020,2020,MAR,MAR,1080,Guatemala,all,all,Title 42
2021,2021,MAR,MAR,20333,Guatemala,all,all,Title 42
2022,2022,MAR,MAR,15036,Guatemala,all,all,Title 42
2021,2021,FEB,FEB,13470,Guatemala,all,all,Title 42
2022,2022,FEB,FEB,12595,Guatemala,all,all,Title 42
2021,2021,JAN,JAN,10575,Guatemala,all,all,Title 42
2022,2022,JAN,JAN,10144,Guatemala,all,all,Title 42
2021,2021,DEC,DEC,10475,Guatemala,all,all,Title 42
2022,2022,DEC,DEC,14162,Guatemala,all,all,Title 42
2023 (FYTD),2023 (FYTD),DEC,DEC,8400,Guatemala,all,all,Title 42
2021,2021,NOV,NOV,9006,Guatemala,all,all,Title 42
2022,2022,NOV,NOV,13319,Guatemala,all,all,Title 42
2023 (FYTD),2023 (FYTD),NOV,NOV,8001,Guatemala,all,all,Title 42
2021,2021,OCT,OCT,8348,Guatemala,all,all,Title 42
2022,2022,OCT,OCT,13301,Guatemala,all,all,Title 42
2023 (FYTD),2023 (FYTD),OCT,OCT,9149,Guatemala,all,all,Title 42
2021,2021,SEP,SEP,6,Guatemala,all,Accompanied Minors,all
2022,2022,SEP,SEP,1,Guatemala,all,Accompanied Minors,all
2020,2020,AUG,AUG,1,Guatemala,all,Accompanied Minors,all
2021,2021,AUG,AUG,7,Guatemala,all,Accompanied Minors,all
2022,2022,AUG,AUG,3,Guatemala,all,Accompanied Minors,all
2020,2020,JUL,JUL,2,Guatemala,all,Accompanied Minors,all
2021,2021,JUL,JUL,3,Guatemala,all,Accompanied Minors,all
2022,2022,JUL,JUL,3,Guatemala,all,Accompanied Minors,all
2020,2020,JUN,JUN,4,Guatemala,all,Accompanied Minors,all
2021,2021,JUN,JUN,3,Guatemala,all,Accompanied Minors,all
2022,2022,JUN,JUN,1,Guatemala,all,Accompanied Minors,all
2021,2021,MAY,MAY,2,Guatemala,all,Accompanied Minors,all
2022,2022,MAY,MAY,3,Guatemala,all,Accompanied Minors,all
2021,2021,APR,APR,7,Guatemala,all,Accompanied Minors,all
2021,2021,MAR,MAR,7,Guatemala,all,Accompanied Minors,all
2022,2022,MAR,MAR,1,Guatemala,all,Accompanied Minors,all
2021,2021,FEB,FEB,11,Guatemala,all,Accompanied Minors,all
2022,2022,FEB,FEB,3,Guatemala,all,Accompanied Minors,all
2021,2021,JAN,JAN,1,Guatemala,all,Accompanied Minors,all
2020,2020,DEC,DEC,1,Guatemala,all,Accompanied Minors,all
2021,2021,DEC,DEC,3,Guatemala,all,Accompanied Minors,all
2023 (FYTD),2023 (FYTD),DEC,DEC,2,Guatemala,all,Accompanied Minors,all
2021,2021,NOV,NOV,3,Guatemala,all,Accompanied Minors,all
2022,2022,NOV,NOV,3,Guatemala,all,Accompanied Minors,all
2020,2020,OCT,OCT,1,Guatemala,all,Accompanied Minors,all
2021,2021,OCT,OCT,12,Guatemala,all,Accompanied Minors,all
2022,2022,OCT,OCT,3,Guatemala,all,Accompanied Minors,all
2023 (FYTD),2023 (FYTD),OCT,OCT,4,Guatemala,all,Accompanied Minors,all
2021,2021,SEP,SEP,1,Guatemala,all,Accompanied Minors,Title 8
2020,2020,AUG,AUG,0,Guatemala,all,Accompanied Minors,Title 8
2021,2021,AUG,AUG,3,Guatemala,all,Accompanied Minors,Title 8
2022,2022,AUG,AUG,1,Guatemala,all,Accompanied Minors,Title 8
2020,2020,JUL,JUL,0,Guatemala,all,Accompanied Minors,Title 8
2020,2020,JUN,JUN,0,Guatemala,all,Accompanied Minors,Title 8
2021,2021,JUN,JUN,1,Guatemala,all,Accompanied Minors,Title 8
2022,2022,JUN,JUN,1,Guatemala,all,Accompanied Minors,Title 8
2022,2022,MAY,MAY,1,Guatemala,all,Accompanied Minors,Title 8
2021,2021,APR,APR,2,Guatemala,all,Accompanied Minors,Title 8
2021,2021,FEB,FEB,1,Guatemala,all,Accompanied Minors,Title 8
2022,2022,FEB,FEB,1,Guatemala,all,Accompanied Minors,Title 8
2020,2020,DEC,DEC,1,Guatemala,all,Accompanied Minors,Title 8
2022,2022,NOV,NOV,1,Guatemala,all,Accompanied Minors,Title 8
2020,2020,OCT,OCT,1,Guatemala,all,Accompanied Minors,Title 8
2021,2021,SEP,SEP,5,Guatemala,all,Accompanied Minors,Title 42
2022,2022,SEP,SEP,1,Guatemala,all,Accompanied Minors,Title 42
2020,2020,AUG,AUG,1,Guatemala,all,Accompanied Minors,Title 42
2021,2021,AUG,AUG,4,Guatemala,all,Accompanied Minors,Title 42
2022,2022,AUG,AUG,2,Guatemala,all,Accompanied Minors,Title 42
2020,2020,JUL,JUL,2,Guatemala,all,Accompanied Minors,Title 42
2021,2021,JUL,JUL,3,Guatemala,all,Accompanied Minors,Title 42
2022,2022,JUL,JUL,3,Guatemala,all,Accompanied Minors,Title 42
2020,2020,JUN,JUN,4,Guatemala,all,Accompanied Minors,Title 42
2021,2021,JUN,JUN,2,Guatemala,all,Accompanied Minors,Title 42
2021,2021,MAY,MAY,2,Guatemala,all,Accompanied Minors,Title 42
2022,2022,MAY,MAY,2,Guatemala,all,Accompanied Minors,Title 42
2021,2021,APR,APR,5,Guatemala,all,Accompanied Minors,Title 42
2021,2021,MAR,MAR,7,Guatemala,all,Accompanied Minors,Title 42
2022,2022,MAR,MAR,1,Guatemala,all,Accompanied Minors,Title 42
2021,2021,FEB,FEB,10,Guatemala,all,Accompanied Minors,Title 42
2022,2022,FEB,FEB,2,Guatemala,all,Accompanied Minors,Title 42
2021,2021,JAN,JAN,1,Guatemala,all,Accompanied Minors,Title 42
2021,2021,DEC,DEC,3,Guatemala,all,Accompanied Minors,Title 42
2023 (FYTD),2023 (FYTD),DEC,DEC,2,Guatemala,all,Accompanied Minors,Title 42
2021,2021,NOV,NOV,3,Guatemala,all,Accompanied Minors,Title 42
2022,2022,NOV,NOV,2,Guatemala,all,Accompanied Minors,Title 42
2021,2021,OCT,OCT,12,Guatemala,all,Accompanied Minors,Title 42
2022,2022,OCT,OCT,3,Guatemala,all,Accompanied Minors,Title 42
2023 (FYTD),2023 (FYTD),OCT,OCT,4,Guatemala,all,Accompanied Minors,Title 42
2020,2020,SEP,SEP,507,Guatemala,all,FMUA,all
2021,2021,SEP,SEP,7256,Guatemala,all,FMUA,all
2022,2022,SEP,SEP,1691,Guatemala,all,FMUA,all
2020,2020,AUG,AUG,471,Guatemala,all,FMUA,all
2021,2021,AUG,AUG,18011,Guatemala,all,FMUA,all
2022,2022,AUG,AUG,1932,Guatemala,all,FMUA,all
2020,2020,JUL,JUL,224,Guatemala,all,FMUA,all
2021,2021,JUL,JUL,16089,Guatemala,all,FMUA,all
2022,2022,JUL,JUL,3940,Guatemala,all,FMUA,all
2020,2020,JUN,JUN,121,Guatemala,all,FMUA,all
2021,2021,JUN,JUN,8516,Guatemala,all,FMUA,all
2022,2022,JUN,JUN,5978,Guatemala,all,FMUA,all
2020,2020,MAY,MAY,94,Guatemala,all,FMUA,all
2021,2021,MAY,MAY,5519,Guatemala,all,FMUA,all
2022,2022,MAY,MAY,3116,Guatemala,all,FMUA,all
2020,2020,APR,APR,79,Guatemala,all,FMUA,all
2021,2021,APR,APR,8520,Guatemala,all,FMUA,all
2022,2022,APR,APR,2172,Guatemala,all,FMUA,all
2020,2020,MAR,MAR,554,Guatemala,all,FMUA,all
2021,2021,MAR,MAR,11718,Guatemala,all,FMUA,all
2022,2022,MAR,MAR,2366,Guatemala,all,FMUA,all
2020,2020,FEB,FEB,917,Guatemala,all,FMUA,all
2021,2021,FEB,FEB,3811,Guatemala,all,FMUA,all
2022,2022,FEB,FEB,2223,Guatemala,all,FMUA,all
2020,2020,JAN,JAN,1085,Guatemala,all,FMUA,all
2021,2021,JAN,JAN,978,Guatemala,all,FMUA,all
2022,2022,JAN,JAN,1687,Guatemala,all,FMUA,all
2020,2020,DEC,DEC,2066,Guatemala,all,FMUA,all
2021,2021,DEC,DEC,756,Guatemala,all,FMUA,all
2022,2022,DEC,DEC,3146,Guatemala,all,FMUA,all
2023 (FYTD),2023 (FYTD),DEC,DEC,2185,Guatemala,all,FMUA,all
2020,2020,NOV,NOV,2425,Guatemala,all,FMUA,all
2021,2021,NOV,NOV,895,Guatemala,all,FMUA,all
2022,2022,NOV,NOV,3612,Guatemala,all,FMUA,all
2023 (FYTD),2023 (FYTD),NOV,NOV,1766,Guatemala,all,FMUA,all
2020,2020,OCT,OCT,2606,Guatemala,all,FMUA,all
2021,2021,OCT,OCT,814,Guatemala,all,FMUA,all
2022,2022,OCT,OCT,4147,Guatemala,all,FMUA,all
2023 (FYTD),2023 (FYTD),OCT,OCT,1789,Guatemala,all,FMUA,all
2020,2020,SEP,SEP,26,Guatemala,all,FMUA,Title 8
2021,2021,SEP,SEP,2194,Guatemala,all,FMUA,Title 8
2022,2022,SEP,SEP,570,Guatemala,all,FMUA,Title 8
2020,2020,AUG,AUG,28,Guatemala,all,FMUA,Title 8
2021,2021,AUG,AUG,10754,Guatemala,all,FMUA,Title 8
2022,2022,AUG,AUG,736,Guatemala,all,FMUA,Title 8
2020,2020,JUL,JUL,13,Guatemala,all,FMUA,Title 8
2021,2021,JUL,JUL,13156,Guatemala,all,FMUA,Title 8
2022,2022,JUL,JUL,840,Guatemala,all,FMUA,Title 8
2020,2020,JUN,JUN,17,Guatemala,all,FMUA,Title 8
2021,2021,JUN,JUN,6544,Guatemala,all,FMUA,Title 8
2022,2022,JUN,JUN,1244,Guatemala,all,FMUA,Title 8
2020,2020,MAY,MAY,2,Guatemala,all,FMUA,Title 8
2021,2021,MAY,MAY,3508,Guatemala,all,FMUA,Title 8
2022,2022,MAY,MAY,1371,Guatemala,all,FMUA,Title 8
2021,2021,APR,APR,3747,Guatemala,all,FMUA,Title 8
2022,2022,APR,APR,603,Guatemala,all,FMUA,Title 8
2020,2020,MAR,MAR,426,Guatemala,all,FMUA,Title 8
2021,2021,MAR,MAR,4928,Guatemala,all,FMUA,Title 8
2022,2022,MAR,MAR,390,Guatemala,all,FMUA,Title 8
2020,2020,FEB,FEB,917,Guatemala,all,FMUA,Title 8
2021,2021,FEB,FEB,1403,Guatemala,all,FMUA,Title 8
2022,2022,FEB,FEB,379,Guatemala,all,FMUA,Title 8
2020,2020,JAN,JAN,1085,Guatemala,all,FMUA,Title 8
2021,2021,JAN,JAN,180,Guatemala,all,FMUA,Title 8
2022,2022,JAN,JAN,368,Guatemala,all,FMUA,Title 8
2020,2020,DEC,DEC,2066,Guatemala,all,FMUA,Title 8
2021,2021,DEC,DEC,20,Guatemala,all,FMUA,Title 8
2022,2022,DEC,DEC,1168,Guatemala,all,FMUA,Title 8
2023 (FYTD),2023 (FYTD),DEC,DEC,809,Guatemala,all,FMUA,Title 8
2020,2020,NOV,NOV,2425,Guatemala,all,FMUA,Title 8
2021,2021,NOV,NOV,17,Guatemala,all,FMUA,Title 8
2022,2022,NOV,NOV,761,Guatemala,all,FMUA,Title 8
2023 (FYTD),2023 (FYTD),NOV,NOV,700,Guatemala,all,FMUA,Title 8
2020,2020,OCT,OCT,2606,Guatemala,all,FMUA,Title 8
2021,2021,OCT,OCT,24,Guatemala,all,FMUA,Title 8
2022,2022,OCT,OCT,651,Guatemala,all,FMUA,Title 8
2023 (FYTD),2023 (FYTD),OCT,OCT,615,Guatemala,all,FMUA,Title 8
2020,2020,SEP,SEP,481,Guatemala,all,FMUA,Title 42
2021,2021,SEP,SEP,5062,Guatemala,all,FMUA,Title 42
2022,2022,SEP,SEP,1121,Guatemala,all,FMUA,Title 42
2020,2020,AUG,AUG,443,Guatemala,all,FMUA,Title 42
